id,year,state_name,state_code,district_name,district_code,registration_circles,protection_of_civil_rights,murder,attempt_to_commit_murder,rape,attempt_to_commit_rape_rape,assault_on_women,insult_to_the_modesty,kidnapping_and_abduction,dacoity,robbery,arson,grievous_hurt,riots,other_ipc_crimes_crimes,sc_st_prevention_of_atrocities
473,2016,Mizoram,15,Lawngtlai,264,Lawngtlai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,2016,Mizoram,15,Lunglei,265,Lunglei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,2016,Mizoram,15,Mamit,266,Mamit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,2016,Mizoram,15,Saiha,267,Saiha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,2016,Mizoram,15,Serchhip,268,Serchhip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,2016,Mizoram,15,Aizawl,261,Spl Narcotic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,2016,Nagaland,13,Dimapur,244,Dimapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,2016,Nagaland,13,Kohima,245,Kohima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,2016,Nagaland,13,Longleng,615,Longleng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,2016,Nagaland,13,Mokokchung,246,Mokokchung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2016,Nagaland,13,Mon,247,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,2016,Nagaland,13,Peren,613,Peren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,2016,Nagaland,13,Phek,248,Phek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,2016,Nagaland,13,Tuensang,249,Tuensang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,2016,Nagaland,13,Wokha,250,Wokha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,2016,Nagaland,13,Zunheboto,251,Zunheboto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,2016,Odisha,21,Anugul,344,Angul,0,0,8,7,0,3,0,2,1,0,0,2,12,46,0
491,2016,Odisha,21,Baleshwar,346,Balasore,0,1,2,12,0,36,0,0,0,0,1,0,15,65,0
492,2016,Odisha,21,Bargarh,347,Baragarh,0,0,13,6,0,11,0,0,0,0,2,19,14,15,0
493,2016,Odisha,21,Baleshwar,346,Berhampur,0,0,0,3,0,5,0,0,0,0,0,1,2,5,0
494,2016,Odisha,21,Bhadrak,348,Bhadrak,0,0,0,0,0,0,0,0,0,0,0,0,14,84,0
495,2016,Odisha,21,Balangir,345,Bolangir,0,1,0,3,0,0,0,0,0,0,0,35,0,3,0
496,2016,Odisha,21,Boudh,349,Boudh,0,0,0,3,0,0,0,0,0,0,0,0,3,17,0
497,2016,Odisha,21,Cuttack,350,Cuttack,0,1,16,5,0,24,3,0,0,0,3,6,7,47,0
498,2016,Odisha,21,Khordha,362,Dcp Bbsr,0,1,0,6,0,0,0,0,0,0,0,0,10,107,0
499,2016,Odisha,21,Cuttack,350,Dcp Ctc,0,0,0,6,0,0,0,0,0,0,0,0,7,37,0
500,2016,Odisha,21,Deogarh,351,Deogarh,0,0,0,1,0,0,0,0,0,0,0,0,2,17,0
501,2016,Odisha,21,Dhenkanal,352,Dhenkanal,0,0,18,2,0,35,0,0,0,0,0,5,4,33,0
502,2016,Odisha,21,Gajapati,353,Gajapati,0,0,0,0,0,1,0,0,0,0,0,1,1,3,0
503,2016,Odisha,21,Ganjam,354,Ganjam,0,0,3,2,0,2,0,0,0,0,1,6,1,18,0
504,2016,Odisha,21,Jagatsinghapur,355,Jagatsinghpur,0,1,5,4,0,11,3,3,0,0,1,4,8,58,0
505,2016,Odisha,21,Jajapur,356,Jajpur,0,1,0,8,0,0,0,0,0,0,0,0,7,58,0
506,2016,Odisha,21,Jharsuguda,357,Jharsuguda,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0
507,2016,Odisha,21,Kalahandi,358,Kalahandi,0,0,3,4,0,11,0,0,0,0,1,2,3,36,0
508,2016,Odisha,21,Kandhamal,359,Kandhamal,0,1,0,4,0,0,0,0,0,0,0,0,1,12,0
509,2016,Odisha,21,Kendrapara,360,Kendrapara,0,1,15,3,1,10,0,2,0,0,2,5,3,87,0
510,2016,Odisha,21,Kendujhar,361,Keonjhar,0,0,3,2,0,3,0,3,0,0,0,1,4,27,0
511,2016,Odisha,21,Khordha,362,Khurda,0,0,0,4,0,0,0,0,0,0,2,0,0,46,0
512,2016,Odisha,21,Koraput,363,Koraput,0,0,0,3,0,0,0,0,0,0,1,0,1,8,0
513,2016,Odisha,21,Malkangiri,364,Malkangiri,0,0,1,2,0,2,0,0,0,0,0,0,1,0,0
514,2016,Odisha,21,Mayurbhanj,365,Mayurbhanj,0,0,2,7,0,7,0,0,0,0,0,0,0,30,0
515,2016,Odisha,21,Nayagarh,367,Nayagarh,0,1,3,3,0,10,1,1,0,0,1,2,3,29,0
516,2016,Odisha,21,Nabarangpur,366,Nabarangpur,0,0,0,3,0,4,0,2,0,0,0,0,1,8,0
517,2016,Odisha,21,Nuapada,368,Nuapada,0,0,0,2,0,0,0,0,0,0,0,0,3,31,0
518,2016,Odisha,21,Puri,369,Puri,0,0,0,7,0,0,0,0,0,0,4,0,14,84,0
519,2016,Odisha,21,Rayagada,370,Rayagada,0,1,0,1,0,1,0,0,0,0,2,0,2,5,0
520,2016,Odisha,21,Sundargarh,373,Rourkela,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0
521,2016,Odisha,21,Sambalpur,371,Sambalpur,0,0,0,2,0,0,0,0,0,0,0,8,8,23,0
522,2016,Odisha,21,Sonepur,372,Sonepur,0,0,1,1,0,2,0,0,0,0,0,0,1,19,0
523,2016,Odisha,21,Cuttack,350,Srp (Cuttack),0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
524,2016,Odisha,21,Sundargarh,373,Srp (Rourkela),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
525,2016,Odisha,21,Sundargarh,373,Sundargarh,0,1,0,1,0,0,0,1,0,1,0,0,2,10,0
526,2016,Odisha,21,Cuttack,350,Cid Crime Branch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,2016,Punjab,3,Amritsar,27,Amritsar Rural,0,0,0,4,0,1,0,0,0,0,0,1,0,5,3
528,2016,Punjab,3,Barnala,605,Barnala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
529,2016,Punjab,3,Gurdaspur,32,Batala,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
530,2016,Punjab,3,Bathinda,28,Bathinda,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0
531,2016,Punjab,3,Amritsar,27,Cp Amritsar,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
532,2016,Punjab,3,Jalandhar,34,Cp Jalandhar,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
533,2016,Punjab,3,Ludhiana,36,Cp Ludhiana,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
534,2016,Punjab,3,Faridkot,29,Faridkot,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
535,2016,Punjab,3,Fatehgarh Sahib,30,Fatehgarh Sahib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
536,2016,Punjab,3,Fazilka,651,Fazilka,0,0,0,2,0,2,0,1,0,0,0,0,0,2,0
537,2016,Punjab,3,Ferozepur,31,Ferozepur,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1
538,2016,Punjab,3,Patiala,41,G. R. P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,2016,Punjab,3,Gurdaspur,32,Gurdaspur,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
540,2016,Punjab,3,Hoshiarpur,33,Hoshiarpur,0,1,0,2,0,0,0,0,0,0,0,0,0,3,2
541,2016,Punjab,3,Jalandhar,34,Jalandhar Rural,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5
542,2016,Punjab,3,Kapurthala,35,Kapurthala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
543,2016,Punjab,3,Ludhiana,36,Khanna,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
544,2016,Punjab,3,Ludhiana,36,Ludhiana Rural,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
545,2016,Punjab,3,Mansa,37,Mansa,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
546,2016,Punjab,3,Moga,38,Moga,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
547,2016,Punjab,3,Sri Muktsar Sahib,39,Muktsar,0,2,0,4,0,1,0,1,0,0,0,0,0,3,0
548,2016,Punjab,3,Pathankot,662,Pathankot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
549,2016,Punjab,3,Patiala,41,Patiala,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
550,2016,Punjab,3,Rupnagar,42,Ropar,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
551,2016,Punjab,3,Sangrur,43,Sangrur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
552,2016,Punjab,3,S.A.S Nagar,608,Sas Nagar,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
553,2016,Punjab,3,Shahid Bhagat Singh Nagar,40,Sbs Nagar,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
554,2016,Punjab,3,Tarn Taran,609,Tarn Taran,0,0,2,2,0,2,0,1,0,0,0,0,0,1,0
555,2016,Rajasthan,8,Ajmer,86,Ajmer,0,1,0,5,1,8,0,1,0,0,0,0,0,170,6
556,2016,Rajasthan,8,Alwar,87,Alwar,0,5,0,21,15,6,0,6,0,0,1,3,0,326,7
557,2016,Rajasthan,8,Banswara,88,Banswara,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1
558,2016,Rajasthan,8,Baran,89,Baran,0,0,0,9,0,0,0,1,0,0,0,4,0,91,7
559,2016,Rajasthan,8,Barmer,90,Barmer,0,4,1,12,0,14,0,0,0,0,1,0,0,179,8
560,2016,Rajasthan,8,Bharatpur,91,Bharatpur,0,5,1,15,0,0,0,4,0,0,0,0,0,375,0
561,2016,Rajasthan,8,Bhilwara,92,Bhilwara,0,1,0,3,0,0,0,0,0,0,2,0,0,183,11
562,2016,Rajasthan,8,Bikaner,93,Bikaner,0,5,0,8,0,0,0,2,0,0,1,2,0,151,0
563,2016,Rajasthan,8,Bundi,94,Bundi,0,0,0,6,0,0,0,0,0,0,0,1,0,77,3
564,2016,Rajasthan,8,Chittorgarh,95,Chittorgarh,0,1,0,3,0,15,0,3,0,0,0,0,0,76,6
565,2016,Rajasthan,8,Churu,96,Churu,0,4,1,22,0,0,0,2,0,0,0,0,0,118,3
566,2016,Rajasthan,8,Dausa,97,Dausa,0,1,0,5,0,0,0,1,0,0,0,0,0,66,0
567,2016,Rajasthan,8,Dholpur,98,Dholpur,0,2,0,7,0,0,0,7,0,0,0,1,0,181,0
568,2016,Rajasthan,8,Dungarpur,99,Dungarpur,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0
569,2016,Rajasthan,8,Ajmer,86,G.R.P.Ajmer,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
570,2016,Rajasthan,8,Jodhpur,107,G.R.P.Jodhpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
571,2016,Rajasthan,8,Ganganagar,100,Ganganagar,0,5,3,27,3,34,0,7,0,0,0,7,0,248,2
572,2016,Rajasthan,8,Hanumangarh,101,Hanumangarh,0,5,1,27,2,1,0,3,0,0,0,3,0,222,4
573,2016,Rajasthan,8,Jaipur,102,Jaipur East,0,0,0,9,0,0,0,0,0,0,0,0,0,39,0
574,2016,Rajasthan,8,Jaipur,102,Jaipur North,0,0,0,7,0,0,0,0,0,0,0,2,0,24,0
575,2016,Rajasthan,8,Jaipur (Gramin),783,Jaipur Rural,0,0,0,18,4,1,0,4,0,0,2,1,0,119,1
576,2016,Rajasthan,8,Jaipur,102,Jaipur South,0,1,0,8,0,2,0,0,0,0,0,0,0,44,1
577,2016,Rajasthan,8,Jaipur,102,Jaipur West,0,0,0,11,0,2,0,0,0,0,0,0,0,67,2
578,2016,Rajasthan,8,Jaisalmer,103,Jaisalmer,0,0,0,2,0,0,0,0,0,1,0,0,0,57,1
579,2016,Rajasthan,8,Jalore,104,Jalore,0,2,0,5,0,0,0,0,0,0,0,0,0,73,3
580,2016,Rajasthan,8,Jhalawar,105,Jhalawar,0,1,0,8,0,15,0,3,0,0,0,1,0,55,0
581,2016,Rajasthan,8,Jhunjhunu,106,Jhunjhunu,0,4,0,12,0,0,0,0,0,0,1,4,0,120,3
582,2016,Rajasthan,8,Jodhpur,107,Jodhpur East,0,0,0,2,0,0,0,0,0,0,0,0,0,43,3
583,2016,Rajasthan,8,Jodhpur,107,Jodhpur West,0,1,0,2,0,0,0,1,0,0,0,0,0,48,3
584,2016,Rajasthan,8,Jodhpur,107,Jodhpur Rural,0,1,0,5,0,0,0,3,0,0,0,0,0,105,5
585,2016,Rajasthan,8,Karauli,108,Karauli,0,2,0,7,0,0,0,2,0,0,0,0,0,106,2
586,2016,Rajasthan,8,Kota,109,Kota City,0,1,1,8,0,6,0,0,0,0,0,3,0,23,0
587,2016,Rajasthan,8,Kota,109,Kota Rural,0,0,0,5,0,0,0,3,0,0,1,4,0,57,3
588,2016,Rajasthan,8,Nagaur,110,Nagaur,0,6,0,16,0,10,0,5,0,0,1,0,0,218,0
589,2016,Rajasthan,8,Pali,111,Pali,0,1,0,3,0,0,0,0,0,0,0,2,0,160,0
590,2016,Rajasthan,8,Pratapgarh,629,Pratapgarh,0,1,0,2,0,1,0,0,0,1,0,0,0,20,0
591,2016,Rajasthan,8,Rajsamand,112,Rajsamand,0,0,0,3,0,1,0,1,0,0,0,1,0,42,3
592,2016,Rajasthan,8,Sawai Madhopur,113,Sawai Madhopur,0,0,0,4,0,0,0,1,0,0,0,1,0,109,3
593,2016,Rajasthan,8,Sikar,114,Sikar,0,2,0,9,0,0,0,4,0,0,1,0,0,150,3
594,2016,Rajasthan,8,Sirohi,115,Sirohi,0,1,0,0,0,1,0,1,0,0,0,1,0,62,0
595,2016,Rajasthan,8,Tonk,116,Tonk,0,3,0,1,0,1,0,2,0,0,0,0,0,91,3
596,2016,Rajasthan,8,Udaipur,117,Udaipur,0,0,4,7,0,0,0,0,0,0,0,4,0,45,3
597,2016,Rajasthan,8,Jaipur,102,Jaipur Metro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,2016,Rajasthan,8,Jaipur,102,Scrb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,2016,Rajasthan,8,Jaipur,102,Sog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,2016,Rajasthan,8,Jaipur,102,Ssb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,2016,Sikkim,11,Gangtok,225,East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
602,2016,Sikkim,11,Mangan,226,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,2016,Sikkim,11,Namchi,227,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,2016,Sikkim,11,Gyalshing,228,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,2016,Tamil Nadu,33,Ariyalur,610,Ariyalur,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
606,2016,Tamil Nadu,33,Chennai,568,Chennai,3,1,0,0,0,0,0,0,0,0,0,0,0,3,3
607,2016,Tamil Nadu,33,Coimbatore,569,Coimbatore,0,1,3,1,0,1,0,0,0,0,0,0,3,25,0
608,2016,Tamil Nadu,33,Coimbatore,569,Coimbatore City,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
609,2016,Tamil Nadu,33,Cuddalore,570,Cuddalore,0,3,1,2,0,0,0,0,0,0,0,0,0,18,0
610,2016,Tamil Nadu,33,Dharmapuri,571,Dharmapuri,0,1,0,0,0,2,0,0,0,0,0,0,6,10,0
611,2016,Tamil Nadu,33,Dindigul,572,Dindigul,0,4,5,2,1,3,0,1,0,0,0,0,3,40,2
612,2016,Tamil Nadu,33,Erode,573,Erode,1,0,0,0,0,0,0,0,0,0,0,0,11,5,11
613,2016,Tamil Nadu,33,Kanchipuram,574,Kanchipuram,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
614,2016,Tamil Nadu,33,Kanniyakumari,575,Kanyakumari,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
615,2016,Tamil Nadu,33,Karur,576,Karur,0,2,2,0,0,0,0,0,0,0,0,0,2,9,0
616,2016,Tamil Nadu,33,Krishnagiri,577,Krishnagiri,0,0,0,1,0,0,0,0,0,0,0,0,2,6,0
617,2016,Tamil Nadu,33,Madurai,578,Madurai,0,9,11,7,0,8,0,3,0,0,0,0,18,190,0
815,2016,Puducherry,34,Karaikal,598,Karaikal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,2016,Tamil Nadu,33,Madurai,578,Madurai City,0,4,4,0,0,0,0,0,0,0,0,0,3,6,0
619,2016,Tamil Nadu,33,Nagapattinam,579,Nagapattinam,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0
620,2016,Tamil Nadu,33,Namakkal,580,Namakkal,0,3,1,1,0,1,0,0,0,0,0,0,2,27,2
621,2016,Tamil Nadu,33,The Nilgiris,587,Nilgiris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,2016,Tamil Nadu,33,Perambalur,581,Perambalur,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0
623,2016,Tamil Nadu,33,Pudukkottai,582,Pudukottai,0,0,0,0,0,0,0,2,0,0,0,0,1,37,0
624,2016,Tamil Nadu,33,Ramanathapuram,583,Ramnathapuram,0,2,0,2,0,0,0,0,0,0,0,0,0,41,1
625,2016,Tamil Nadu,33,Chennai,568,Railway Chennai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,2016,Tamil Nadu,33,Tiruchirappalli,591,Railway Trichy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,2016,Tamil Nadu,33,Salem,584,Salem,0,1,2,0,0,2,0,0,0,0,1,0,9,17,0
628,2016,Tamil Nadu,33,Salem,584,Salem City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
629,2016,Tamil Nadu,33,Sivaganga,585,Sivagangai,0,1,9,3,0,0,0,0,0,0,1,0,4,0,4
630,2016,Tamil Nadu,33,Thanjavur,586,Thanjavur,0,4,4,1,0,0,0,1,0,0,0,1,18,48,2
631,2016,Tamil Nadu,33,Theni,588,Theni,0,1,4,0,0,3,0,0,0,0,0,0,11,31,10
632,2016,Tamil Nadu,33,Tirunelveli,592,Thirunelveli,0,5,10,7,0,0,0,0,0,0,0,0,0,92,1
633,2016,Tamil Nadu,33,Tirunelveli,592,Thirunelveli City,0,2,4,0,0,0,0,0,0,0,0,0,0,18,0
634,2016,Tamil Nadu,33,Thiruvallur,589,Thiruvallur,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
635,2016,Tamil Nadu,33,Tiruvannamalai,593,Thiruvannamalai,0,1,2,3,0,0,0,0,0,0,0,0,1,1,38
636,2016,Tamil Nadu,33,Thiruvarur,590,Thiruvarur,0,0,5,0,0,0,0,0,0,0,0,0,1,22,0
637,2016,Tamil Nadu,33,Tuticorin,594,Thoothukudi,0,2,3,1,0,0,0,1,0,0,0,0,0,44,0
638,2016,Tamil Nadu,33,Tiruppur,634,Tiruppur,0,1,0,1,0,1,0,0,0,0,0,0,0,34,1
639,2016,Tamil Nadu,33,Tiruppur,634,Tiruppur City,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
640,2016,Tamil Nadu,33,Tiruchirappalli,591,Trichy,0,1,3,0,0,1,0,0,0,0,0,0,5,14,0
641,2016,Tamil Nadu,33,Tiruchirappalli,591,Trichy City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
642,2016,Tamil Nadu,33,Vellore,595,Vellore,0,1,1,4,0,2,0,0,0,0,0,0,0,31,0
643,2016,Tamil Nadu,33,Villupuram,596,Villupuram,0,1,0,2,0,0,0,0,0,0,0,0,8,18,1
644,2016,Tamil Nadu,33,Virudhunagar,597,Virudhunagar,0,2,3,2,0,1,0,0,0,0,0,0,1,57,0
645,2016,Tamil Nadu,33,Chennai,568,Cyber Cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,2016,Tamil Nadu,33,Chennai,568,Other Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,2016,Telangana,36,Adilabad,501,Adilabad,0,1,1,10,0,12,1,0,0,0,0,0,0,63,13
648,2016,Telangana,36,Ranga Reddy,518,Cyberabad,0,3,3,50,3,12,0,2,0,0,0,0,1,165,168
649,2016,Telangana,36,Hyderabad,507,Hyderabad City,0,1,0,12,0,0,0,0,0,0,0,0,0,34,92
650,2016,Telangana,36,Karimnagar,508,Karimnagar,0,6,0,9,0,2,0,0,0,0,1,0,0,187,43
651,2016,Telangana,36,Khammam,509,Khammam,0,2,0,14,1,12,0,5,0,0,0,0,0,41,4
652,2016,Telangana,36,Mahabubnagar,512,Mahaboob Nagar,0,6,0,10,0,0,0,0,0,0,0,29,0,86,7
653,2016,Telangana,36,Medak,513,Medak,0,6,1,22,0,4,0,2,0,0,0,0,0,45,12
654,2016,Telangana,36,Nalgonda,514,Nalgonda,0,1,16,10,0,33,11,6,0,0,1,4,0,48,65
655,2016,Telangana,36,Nizamabad,516,Nizamabad,0,3,0,5,0,4,2,1,0,0,0,0,0,24,5
656,2016,Telangana,36,Ranga Reddy,518,Ranga Reddy,0,1,0,5,0,0,0,0,0,0,0,0,0,0,9
657,2016,Telangana,36,Hyderabad,507,Secunderabad Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,2016,Telangana,36,Warangal,522,Warangal Rural,0,1,0,4,0,1,0,0,0,0,0,0,0,18,8
659,2016,Telangana,36,Warangal,522,Warangal City,0,1,0,9,0,3,2,0,0,0,0,0,0,22,2
660,2016,Tripura,16,Dhalai,269,Dhalai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,2016,Tripura,16,Gomati,654,Gomati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,2016,Tripura,16,West Tripura,272,G. R. P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,2016,Tripura,16,Khowai,652,Kowai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,2016,Tripura,16,North Tripura,270,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,2016,Tripura,16,Sepahijala,653,Sipahijala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,2016,Tripura,16,South Tripura,271,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,2016,Tripura,16,Unakoti,655,Unakoti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,2016,Tripura,16,West Tripura,272,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,2016,Uttar Pradesh,9,Agra,118,Agra,0,7,1,15,0,27,0,14,0,0,0,19,18,75,1
670,2016,Uttar Pradesh,9,Aligarh,119,Aligarh,0,13,3,21,2,15,0,11,0,0,0,13,22,44,0
671,2016,Uttar Pradesh,9,Prayagraj,120,Allahabad,0,10,0,10,0,27,0,11,0,0,0,10,30,194,0
672,2016,Uttar Pradesh,9,Ambedkar Nagar,121,Ambedkar Nagar,0,1,3,4,0,5,0,5,0,0,2,1,3,63,45
673,2016,Uttar Pradesh,9,Amethi,640,Amethi,0,2,3,4,3,14,0,4,0,0,1,4,10,159,0
674,2016,Uttar Pradesh,9,Amroha,154,Amroha,0,3,0,5,0,4,0,8,0,0,0,1,0,25,0
675,2016,Uttar Pradesh,9,Auraiya,122,Auraiya,0,4,3,7,1,25,0,12,0,1,0,2,18,99,0
676,2016,Uttar Pradesh,9,Azamgarh,123,Azamgarh,0,6,0,9,0,25,0,10,0,0,1,7,20,107,0
677,2016,Uttar Pradesh,9,Budaun,133,Badaun,0,1,5,7,1,8,0,11,0,0,0,3,0,51,0
678,2016,Uttar Pradesh,9,Baghpat,124,Baghpat,0,1,0,1,0,6,0,2,0,0,0,0,0,16,0
679,2016,Uttar Pradesh,9,Bahraich,125,Bahraich,0,3,3,6,0,28,0,1,0,0,0,0,8,171,1
680,2016,Uttar Pradesh,9,Ballia,126,Ballia,0,3,1,5,1,21,0,12,0,0,3,3,21,119,13
681,2016,Uttar Pradesh,9,Balrampur,127,Balrampur,0,0,1,2,1,8,0,9,0,0,0,1,3,27,7
682,2016,Uttar Pradesh,9,Banda,128,Banda,0,3,1,13,0,11,0,8,0,0,2,5,1,73,11
683,2016,Uttar Pradesh,9,Barabanki,129,Barabanki,0,5,0,5,0,5,0,2,0,0,0,1,11,184,0
684,2016,Uttar Pradesh,9,Bareilly,130,Bareilly,0,4,4,6,9,27,0,8,0,0,0,4,3,117,0
685,2016,Uttar Pradesh,9,Basti,131,Basti,0,0,1,5,2,10,0,6,0,0,3,0,6,74,0
686,2016,Uttar Pradesh,9,Bijnor,132,Bijnor,0,3,0,4,1,0,0,0,0,0,0,0,8,35,0
687,2016,Uttar Pradesh,9,Bulandshahr,134,Bulandshahar,0,6,8,14,5,17,0,11,0,0,1,3,15,52,0
688,2016,Uttar Pradesh,9,Chandauli,135,Chandoli,0,1,0,7,0,13,0,0,0,0,1,15,14,33,13
689,2016,Uttar Pradesh,9,Chitrakoot,136,Chitrakoot,0,2,3,6,0,29,0,4,0,0,0,1,3,107,0
690,2016,Uttar Pradesh,9,Deoria,137,Deoria,0,2,2,7,1,4,0,0,0,0,0,2,17,55,0
760,2016,West Bengal,19,Alipurduar,664,Alipurduar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,2016,Uttar Pradesh,9,Etah,138,Etah,0,4,0,3,0,6,0,3,0,0,1,7,4,25,0
692,2016,Uttar Pradesh,9,Etawah,139,Etawah,0,5,5,10,2,15,0,6,2,1,0,9,26,54,9
693,2016,Uttar Pradesh,9,Ayodhya,140,Faizabad,0,7,0,5,0,8,0,0,0,0,0,1,11,6,135
694,2016,Uttar Pradesh,9,Farrukhabad,141,Fatehgarh,0,4,0,7,0,18,0,4,0,0,0,21,8,43,3
695,2016,Uttar Pradesh,9,Fatehpur,142,Fatehpur,0,1,3,13,6,33,0,5,0,0,0,2,23,139,1
696,2016,Uttar Pradesh,9,Firozabad,143,Firozabad,0,3,12,8,0,15,0,9,0,0,0,3,7,101,0
697,2016,Uttar Pradesh,9,Lucknow,162,G. R. P.,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0
698,2016,Uttar Pradesh,9,Gautam Buddha Nagar,144,Gautambudh Nagar,0,3,4,6,2,31,0,4,0,0,0,2,2,8,0
699,2016,Uttar Pradesh,9,Ghaziabad,145,Ghaziabad,0,8,6,10,1,20,0,6,0,0,0,3,5,47,0
700,2016,Uttar Pradesh,9,Ghazipur,146,Ghazipur,0,4,2,11,0,9,0,5,0,0,3,10,14,103,0
701,2016,Uttar Pradesh,9,Gonda,147,Gonda,0,1,2,4,5,15,0,1,0,0,0,5,11,130,0
702,2016,Uttar Pradesh,9,Gorakhpur,148,Gorakhpur,0,5,12,14,3,24,0,11,0,11,0,2,56,177,0
703,2016,Uttar Pradesh,9,Hamirpur,149,Hamirpur,0,1,4,6,0,13,0,7,0,0,0,5,2,35,21
704,2016,Uttar Pradesh,9,Hapur,661,Hapur,0,1,2,8,0,1,0,3,0,0,0,1,1,22,0
705,2016,Uttar Pradesh,9,Hardoi,150,Hardoi,0,2,11,14,2,25,0,5,0,0,0,19,9,152,33
